EmpID,DailyRate,Department,EmployeeCount,EmployeeNumber,HourlyRate,JobInvolvement,JobLevel,JobRole,MonthlyIncome,MonthlyRate,Over18,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM229,944,Sales,1,314,92,3,3,Sales Executive,8789,9096,Y,No,14,3,80,0,10,3,10,7,0,8
RM277,1315,Research & Development,1,381,71,4,3,Manager,11996,19100,Y,No,18,3,80,1,10,6,7,7,6,2
RM298,1232,Sales,1,406,96,3,3,Sales Executive,8020,5100,Y,No,15,3,80,2,12,3,11,9,6,9
RM345,1296,Research & Development,1,464,62,3,3,Manufacturing Director,8095,18264,Y,No,13,3,80,0,17,5,16,6,0,13
RM373,755,Research & Development,1,496,97,2,2,Healthcare Representative,6540,19394,Y,No,19,3,80,0,10,5,1,1,0,0
RM431,144,Research & Development,1,577,46,1,1,Laboratory Technician,4230,19225,Y,No,15,3,80,0,6,2,5,4,4,3
RM439,1276,Research & Development,1,586,72,3,3,Healthcare Representative,7632,14295,Y,Yes,12,3,80,0,10,2,8,7,0,0
RM448,619,Sales,1,600,85,3,2,Sales Executive,4717,18659,Y,No,11,3,80,0,15,2,11,9,6,9
RM462,195,Sales,1,620,80,3,2,Sales Executive,4859,6698,Y,No,16,3,80,0,5,3,5,4,0,3
RM484,538,Research & Development,1,652,54,2,2,Laboratory Technician,3681,14004,Y,No,14,3,80,0,9,3,3,2,0,2
RM509,1017,Research & Development,1,691,82,1,2,Research Scientist,6646,19368,Y,No,13,3,80,0,17,3,17,11,11,8
RM516,727,Research & Development,1,704,41,2,1,Laboratory Technician,1281,16900,Y,No,18,3,80,2,1,3,1,0,0,0
RM558,1225,Research & Development,1,771,61,3,2,Healthcare Representative,5093,4761,Y,No,11,3,80,1,16,2,1,0,0,0
RM581,384,Sales,1,805,72,3,1,Sales Representative,2572,20317,Y,No,16,3,80,1,3,1,3,2,0,2
RM597,1258,Research & Development,1,826,40,4,1,Research Scientist,2506,13301,Y,No,13,3,80,0,7,0,2,2,2,2
RM612,950,Research & Development,1,845,59,3,3,Manufacturing Director,10221,18869,Y,No,21,4,80,0,17,3,8,5,1,6
RM621,1343,Research & Development,1,856,53,2,1,Research Scientist,2559,17852,Y,No,11,3,80,0,6,3,6,5,1,1
RM636,607,Research & Development,1,880,66,2,3,Manufacturing Director,10685,23457,Y,Yes,20,4,80,1,17,2,17,14,5,15
RM637,130,Research & Development,1,881,96,3,1,Research Scientist,2022,16612,Y,Yes,19,3,80,1,10,3,10,2,7,8
RM648,672,Research & Development,1,899,78,2,3,Manufacturing Director,10903,9129,Y,No,16,3,80,0,16,2,13,10,4,8
RM677,1137,Research & Development,1,942,51,3,2,Healthcare Representative,4014,19170,Y,Yes,25,4,80,1,10,2,10,6,0,7
RM699,1219,Sales,1,975,86,3,2,Sales Executive,4601,6179,Y,No,16,3,80,0,5,3,5,2,1,0
RM705,882,Sales,1,984,92,3,3,Sales Executive,7823,6812,Y,No,13,3,80,1,12,2,10,9,0,8
RM726,622,Research & Development,1,1010,39,2,1,Laboratory Technician,3743,10074,Y,Yes,24,4,80,1,5,2,4,2,0,2
RM730,583,Research & Development,1,1014,57,3,3,Healthcare Representative,10388,6975,Y,Yes,11,3,80,1,16,3,16,10,10,1
RM741,802,Research & Development,1,1028,45,3,1,Laboratory Technician,3917,9541,Y,No,20,4,80,1,3,4,3,2,1,2
RM792,1204,Sales,1,1100,86,3,3,Sales Executive,9582,10333,Y,Yes,22,4,80,0,9,2,8,7,4,7
RM821,1182,Sales,1,1137,54,3,2,Sales Executive,4968,18500,Y,No,11,3,80,1,5,3,5,2,0,2
RM836,528,Human Resources,1,1164,100,3,1,Human Resources,4323,7108,Y,No,17,3,80,0,6,2,5,4,1,4
RM841,982,Research & Development,1,1172,58,2,1,Laboratory Technician,2258,16340,Y,No,12,3,80,1,10,2,8,0,1,7
RM847,819,Research & Development,1,1182,44,2,3,Manufacturing Director,10274,19588,Y,No,18,3,80,1,15,2,7,7,6,4
RM849,636,Research & Development,1,1185,47,2,1,Laboratory Technician,2376,26537,Y,No,13,3,80,1,2,2,2,2,2,2
RM871,1361,Sales,1,1218,94,3,2,Sales Executive,8966,21026,Y,Yes,15,3,80,3,15,2,7,7,1,7
RM889,1212,Sales,1,1243,78,2,3,Sales Executive,10377,13755,Y,Yes,11,3,80,1,16,6,13,2,4,12
RM925,735,Research & Development,1,1291,66,3,1,Research Scientist,3506,6020,Y,Yes,14,3,80,0,4,3,3,2,2,2
RM962,482,Research & Development,1,1350,87,3,2,Research Scientist,4249,2690,Y,Yes,11,3,80,0,9,3,9,6,1,1
RM974,817,Research & Development,1,1369,60,2,2,Laboratory Technician,5363,10846,Y,No,12,3,80,1,10,0,9,7,0,0
RM982,662,Sales,1,1380,67,3,2,Sales Executive,4614,23288,Y,Yes,18,3,80,1,5,0,4,2,3,2
RM1003,200,Research & Development,1,1412,60,3,3,Manufacturing Director,9362,19944,Y,No,11,3,80,0,10,2,2,2,2,2
RM1060,660,Sales,1,1492,76,3,1,Sales Representative,2404,16192,Y,No,13,3,80,1,1,3,1,0,0,0
RM1082,1029,Research & Development,1,1529,91,2,3,Healthcare Representative,8606,21195,Y,No,19,3,80,0,11,3,11,8,3,3
RM1101,1402,Sales,1,1554,98,2,1,Sales Representative,2430,26204,Y,No,23,4,80,2,6,5,5,3,4,2
RM1109,992,Research & Development,1,1564,68,2,1,Laboratory Technician,2450,21731,Y,No,19,3,80,0,3,3,3,0,1,2
RM1111,104,Research & Development,1,1569,69,3,1,Laboratory Technician,2074,26619,Y,Yes,12,3,80,1,1,2,1,0,0,0
RM1124,670,Research & Development,1,1587,51,3,2,Healthcare Representative,6142,4223,Y,Yes,16,3,80,0,10,4,5,2,0,4
RM1131,750,Research & Development,1,1596,46,4,2,Laboratory Technician,3407,25348,Y,No,17,3,80,2,10,3,10,9,6,8
RM1135,1349,Research & Development,1,1601,63,2,1,Laboratory Technician,2690,7713,Y,No,18,3,80,1,1,5,1,0,0,1
RM1151,819,Research & Development,1,1621,48,4,2,Research Scientist,5208,26312,Y,No,11,3,80,0,16,2,16,15,1,10
RM1158,208,Research & Development,1,1630,52,3,2,Healthcare Representative,4148,12250,Y,No,12,3,80,1,15,5,14,11,2,9
RM1163,737,Sales,1,1639,55,2,3,Sales Executive,10306,21530,Y,No,17,3,80,0,15,3,13,12,6,0
RM1168,763,Sales,1,1645,59,1,2,Sales Executive,5440,22098,Y,Yes,14,3,80,2,7,2,2,2,2,2
RM1187,880,Sales,1,1667,36,3,2,Sales Executive,4581,10414,Y,Yes,24,4,80,0,13,2,11,9,6,7
RM1216,146,Research & Development,1,1704,79,2,1,Research Scientist,4930,13970,Y,Yes,14,3,80,0,6,2,5,4,1,4
RM1233,1370,Research & Development,1,1728,49,3,2,Manufacturing Director,6883,5151,Y,No,16,3,80,1,17,3,7,7,0,7
RM1282,303,Sales,1,1797,84,3,2,Sales Executive,5813,13492,Y,Yes,18,3,80,0,10,2,10,7,7,7
RM1289,1180,Research & Development,1,1804,90,3,2,Manufacturing Director,5762,24442,Y,No,14,3,80,1,15,6,7,7,1,7
RM1303,185,Research & Development,1,1826,91,1,1,Laboratory Technician,2705,9696,Y,No,16,3,80,1,6,2,5,4,0,3
RM1346,219,Research & Development,1,1886,44,2,2,Manufacturing Director,4788,25388,Y,Yes,11,3,80,0,4,2,3,2,0,2
RM1381,682,Sales,1,1945,71,3,2,Sales Executive,5561,15975,Y,No,16,3,80,1,6,2,5,3,0,4
RM1393,1224,Sales,1,1962,55,3,2,Sales Executive,5204,13586,Y,Yes,11,3,80,0,10,2,10,8,0,9
RM1423,1490,Research & Development,1,2003,43,3,1,Laboratory Technician,2660,20232,Y,Yes,11,3,80,1,5,3,2,2,2,2
RM1425,1395,Research & Development,1,2008,48,3,2,Research Scientist,5098,18698,Y,No,19,3,80,0,10,5,10,7,0,8
RM1451,1146,Human Resources,1,2040,31,3,3,Human Resources,8837,16642,Y,Yes,16,3,80,0,9,2,9,0,1,7
RM1457,1199,Research & Development,1,2049,80,3,2,Healthcare Representative,5689,24594,Y,Yes,14,3,80,2,10,2,10,2,0,2
RM1459,287,Research & Development,1,2052,62,1,1,Research Scientist,2977,8952,Y,No,12,3,80,1,4,5,4,3,1,1
RM010,1299,Research & Development,1,13,94,3,2,Healthcare Representative,5237,16577,Y,No,13,3,80,2,17,3,7,7,7,7
RM022,1218,Sales,1,27,82,2,1,Sales Representative,3407,6986,Y,No,23,4,80,0,10,4,5,3,0,3
RM039,852,Research & Development,1,51,82,2,1,Research Scientist,3419,13072,Y,Yes,14,3,80,1,6,3,1,1,0,0
RM065,1223,Research & Development,1,83,59,3,3,Healthcare Representative,10096,8202,Y,No,13,3,80,3,17,2,17,14,12,8
RM067,1195,Research & Development,1,85,95,2,2,Manufacturing Director,6499,22656,Y,No,13,3,80,0,6,3,6,5,0,3
RM070,318,Research & Development,1,90,79,2,1,Research Scientist,3388,21777,Y,Yes,17,3,80,1,2,0,1,0,0,
RM075,132,Research & Development,1,97,55,4,1,Laboratory Technician,3038,22002,Y,No,12,3,80,0,5,3,1,0,0,
RM118,1467,Sales,1,154,92,3,3,Sales Executive,9738,22952,Y,No,14,3,80,1,10,6,9,7,2,8
RM119,922,Research & Development,1,155,39,3,1,Laboratory Technician,2835,2561,Y,No,22,4,80,1,7,2,1,0,0,0
RM136,216,Research & Development,1,178,84,3,2,Manufacturing Director,4941,2819,Y,No,20,4,80,2,7,0,3,2,0,1
RM173,1480,Research & Development,1,238,30,3,1,Laboratory Technician,2088,15062,Y,No,12,3,80,0,13,3,8,7,7,2
RM208,635,Research & Development,1,286,73,3,1,Laboratory Technician,2153,7703,Y,No,13,3,80,0,8,2,8,1,1,
RM221,1396,Research & Development,1,304,62,3,2,Laboratory Technician,5914,9945,Y,No,16,3,80,0,16,3,13,11,3,7
RM270,1403,Research & Development,1,373,47,3,1,Laboratory Technician,3210,20251,Y,No,11,3,80,1,16,4,15,13,10,11
RM292,506,Research & Development,1,397,30,3,2,Research Scientist,4485,26285,Y,No,12,3,80,0,10,2,8,0,7,7
RM299,566,Research & Development,1,407,81,4,1,Laboratory Technician,3688,7122,Y,No,18,3,80,2,4,2,1,0,0,0
RM306,1105,Research & Development,1,419,47,3,2,Laboratory Technician,5674,6927,Y,No,15,3,80,1,11,3,9,8,0,8
RM359,845,Sales,1,479,45,3,2,Sales Executive,6653,15276,Y,No,15,3,80,0,7,6,1,0,0,
RM360,541,Sales,1,481,48,2,3,Sales Executive,9699,7246,Y,No,11,3,80,1,16,2,13,9,1,
RM378,329,Research & Development,1,501,96,3,1,Research Scientist,2543,11868,Y,No,13,3,80,1,6,3,2,2,2,2
RM385,164,Sales,1,513,61,2,3,Sales Executive,7596,3809,Y,No,13,3,80,2,10,2,10,9,9,0
RM443,635,Sales,1,592,32,3,3,Sales Executive,9980,15318,Y,No,14,3,80,0,10,3,10,3,9,7
RM512,913,Research & Development,1,699,48,2,2,Manufacturing Director,8847,13934,Y,Yes,11,3,80,1,13,2,3,2,0,2
RM542,427,Research & Development,1,742,63,4,3,Research Director,11713,20335,Y,No,14,3,80,1,10,2,8,7,0,5
RM570,1434,Sales,1,789,76,2,3,Sales Executive,7587,14229,Y,No,15,3,80,0,10,1,10,7,0,9
RM594,676,Research & Development,1,823,35,3,2,Manufacturing Director,5228,23361,Y,No,15,3,80,1,10,2,9,7,0,5
RM600,1041,Human Resources,1,829,36,3,1,Human Resources,2143,25527,Y,No,13,3,80,1,8,2,5,2,0,4
RM622,928,Sales,1,857,56,3,2,Sales Executive,6201,2823,Y,Yes,14,3,80,1,18,1,18,14,4,11
RM634,1278,Human Resources,1,878,77,2,1,Human Resources,2342,8635,Y,No,21,4,80,0,6,3,5,4,0,3
RM665,1425,Research & Development,1,924,68,3,2,Healthcare Representative,6586,4821,Y,Yes,17,3,80,1,17,2,16,8,4,11
RM681,188,Research & Development,1,949,65,3,1,Research Scientist,4678,23293,Y,No,18,3,80,0,8,6,6,2,0,1
RM688,938,Research & Development,1,958,79,3,1,Laboratory Technician,2519,12287,Y,No,21,4,80,0,16,6,11,8,3,9
RM694,530,Sales,1,967,51,2,3,Sales Executive,10325,5518,Y,Yes,11,3,80,1,16,6,16,7,3,7
RM709,1229,Sales,1,990,84,3,2,Sales Executive,5079,25952,Y,No,13,3,80,2,12,3,7,7,0,7
RM753,885,Research & Development,1,1042,43,4,1,Laboratory Technician,2743,8269,Y,No,16,3,80,0,18,1,17,13,15,14
RM762,660,Research & Development,1,1052,81,3,2,Laboratory Technician,4834,7858,Y,No,14,3,80,1,9,3,1,0,0,0
RM774,796,Research & Development,1,1073,51,2,3,Manufacturing Director,8858,15669,Y,No,11,3,80,0,15,2,14,8,7,8
RM818,217,Research & Development,1,1133,78,3,2,Manufacturing Director,7779,23238,Y,No,20,4,80,0,18,0,11,9,0,9
RM874,917,Research & Development,1,1221,60,1,1,Laboratory Technician,2741,6865,Y,No,14,3,80,1,7,4,7,7,1,7
RM883,363,Research & Development,1,1237,77,1,3,Manufacturing Director,10252,4235,Y,Yes,21,4,80,1,17,2,7,7,7,7
RM901,469,Research & Development,1,1257,46,3,1,Research Scientist,3692,9256,Y,No,12,3,80,0,12,2,11,10,0,7
RM928,429,Research & Development,1,1294,53,3,2,Manufacturing Director,5410,2323,Y,Yes,11,3,80,0,18,2,16,14,5,12
RM943,325,Research & Development,1,1312,63,3,3,Healthcare Representative,7094,5747,Y,No,12,3,80,0,10,0,7,7,1,7
RM969,607,Sales,1,1362,83,4,2,Sales Executive,4639,2261,Y,No,16,3,80,1,17,2,15,7,6,13
RM1012,1174,Sales,1,1425,99,3,2,Sales Executive,9278,20763,Y,Yes,16,3,80,0,15,3,5,4,0,1
RM1019,172,Research & Development,1,1435,37,2,2,Laboratory Technician,5810,22604,Y,No,16,3,80,0,10,2,10,4,1,8
RM1020,329,Sales,1,1436,98,2,2,Sales Executive,5647,13494,Y,No,13,3,80,2,11,3,3,2,0,2
RM1103,1157,Sales,1,1556,70,3,1,Sales Representative,2644,17001,Y,Yes,21,4,80,0,7,3,3,2,1,2
RM1122,884,Sales,1,1585,73,3,2,Sales Executive,6815,21447,Y,No,13,3,80,0,15,5,1,0,0,0
RM1129,1302,Research & Development,1,1594,80,4,2,Laboratory Technician,5562,19711,Y,Yes,13,3,80,1,9,3,3,2,0,2
RM1146,559,Research & Development,1,1614,76,3,2,Manufacturing Director,4663,12421,Y,Yes,12,3,80,2,7,2,3,2,1,1
RM1174,711,Research & Development,1,1651,42,3,3,Healthcare Representative,8008,22792,Y,No,12,3,80,2,9,6,3,2,0,2
RM1181,311,Research & Development,1,1659,77,3,1,Laboratory Technician,2013,10950,Y,No,11,3,80,0,15,4,4,3,1,3
RM1183,894,Research & Development,1,1662,33,2,2,Manufacturing Director,4374,15411,Y,No,15,3,80,0,4,6,3,2,1,2
RM1184,1040,Research & Development,1,1664,79,4,2,Healthcare Representative,6842,26308,Y,No,20,4,80,1,13,3,5,4,0,4
RM1200,1351,Research & Development,1,1682,80,3,2,Healthcare Representative,5347,7419,Y,No,14,3,80,2,10,2,3,2,0,2
RM1221,530,Sales,1,1710,51,3,2,Sales Representative,4502,7439,Y,No,15,3,80,0,17,2,13,7,6,7
RM1237,1456,Sales,1,1733,96,2,2,Sales Executive,6134,8658,Y,Yes,13,3,80,3,16,3,2,2,2,2
RM1279,1383,Research & Development,1,1790,90,3,3,Healthcare Representative,8321,25949,Y,Yes,13,3,80,1,15,1,12,8,5,7
RM1316,430,Research & Development,1,1847,73,3,2,Research Scientist,6962,19573,Y,Yes,22,4,80,1,15,2,1,0,0,0
RM1341,1266,Sales,1,1880,63,2,2,Sales Executive,5673,6060,Y,Yes,13,3,80,1,10,4,10,9,1,7
RM1348,1213,Human Resources,1,1890,94,2,2,Human Resources,3886,4223,Y,No,21,4,80,0,10,2,10,1,0,8
RM1356,335,Sales,1,1908,33,2,2,Sales Executive,5507,16822,Y,No,16,3,80,2,12,1,4,2,1,3
RM1384,1351,Research & Development,1,1949,66,4,1,Laboratory Technician,2810,9238,Y,No,22,4,80,0,5,3,5,4,0,2
RM1440,557,Sales,1,2024,94,2,3,Sales Executive,7644,12695,Y,No,19,3,80,2,10,2,9,7,3,4
RM1441,688,Research & Development,1,2025,97,3,2,Manufacturing Director,5131,9192,Y,No,13,3,80,3,18,3,4,2,0,2
RM1448,301,Sales,1,2036,88,1,2,Sales Executive,5406,10436,Y,No,24,4,80,1,15,4,15,12,11,11
RM1454,1120,Sales,1,2045,100,2,2,Sales Executive,6652,14369,Y,No,13,3,80,1,8,2,6,3,0,0
RM1466,884,Research & Development,1,2061,41,4,2,Laboratory Technician,2571,12290,Y,No,17,3,80,1,17,3,5,2,0,3
RM1466,884,Research & Development,1,2061,41,4,2,Laboratory Technician,2571,12290,Y,No,17,3,80,1,17,3,5,2,0,2
RM003,1373,Research & Development,1,4,92,2,1,Laboratory Technician,2090,2396,Y,Yes,15,3,80,0,7,3,0,0,0,0
RM048,408,Research & Development,1,61,73,3,1,Research Scientist,3022,10227,Y,No,21,4,80,0,8,1,1,0,0,0
RM060,1115,Research & Development,1,77,51,2,2,Manufacturing Director,5993,2689,Y,No,18,3,80,1,7,2,7,5,0,7
RM079,397,Research & Development,1,102,30,3,3,Research Director,13664,25258,Y,No,13,3,80,0,16,3,5,2,0,2
RM101,807,Human Resources,1,133,63,3,1,Human Resources,2073,23648,Y,Yes,22,4,80,0,7,3,3,2,0,2
RM105,1040,Research & Development,1,139,100,2,2,Healthcare Representative,5163,15850,Y,No,14,3,80,1,17,2,1,0,0,0
RM116,1189,Sales,1,152,87,3,3,Sales Executive,7428,14506,Y,No,12,3,80,0,12,3,5,3,1,3
RM196,290,Research & Development,1,267,65,4,1,Research Scientist,3564,22977,Y,Yes,12,3,80,1,8,3,8,7,1,7
RM223,663,Research & Development,1,306,47,3,3,Research Director,12185,10056,Y,Yes,14,3,80,3,10,1,10,8,0,7
RM227,319,Sales,1,311,41,3,1,Sales Representative,2793,2539,Y,No,17,3,80,1,13,2,9,8,5,8
RM249,1017,Research & Development,1,340,83,2,1,Research Scientist,3920,18697,Y,No,14,3,80,1,17,2,3,1,0,
RM251,504,Research & Development,1,342,61,3,3,Manufacturing Director,10048,22573,Y,No,11,3,80,2,17,5,1,0,0,
RM274,228,Sales,1,378,98,3,2,Sales Executive,6502,22825,Y,No,14,3,80,1,7,5,5,4,0,1
RM276,728,Research & Development,1,380,80,3,3,Research Director,13603,11677,Y,Yes,18,3,80,2,15,2,5,2,0,2
RM286,1372,Research & Development,1,391,42,3,1,Research Scientist,2115,15881,Y,No,12,3,80,0,17,3,17,12,5,7
RM295,889,Research & Development,1,403,53,3,1,Research Scientist,2326,11411,Y,Yes,12,3,80,3,4,3,4,2,1,2
RM341,1192,Research & Development,1,460,61,3,2,Manufacturing Director,6347,23177,Y,No,16,3,80,2,8,2,6,2,0,4
RM354,1319,Research & Development,1,474,51,4,2,Research Scientist,5974,17001,Y,Yes,13,3,80,2,13,2,7,7,6,7
RM365,921,Research & Development,1,486,98,3,1,Laboratory Technician,3452,17663,Y,No,20,4,80,1,17,3,5,4,0,3
RM387,1107,Research & Development,1,515,95,3,1,Laboratory Technician,3034,26914,Y,No,12,3,80,1,18,2,18,7,12,17
RM390,1305,Research & Development,1,518,49,3,2,Manufacturing Director,4197,21123,Y,Yes,12,3,80,0,18,2,1,0,0,1
RM399,1063,Research & Development,1,529,72,3,2,Research Scientist,4449,23866,Y,Yes,15,3,80,2,15,2,13,11,10,7
RM465,799,Research & Development,1,623,59,3,3,Manufacturing Director,7491,23848,Y,No,17,3,80,0,12,3,6,5,1,2
RM468,142,Sales,1,626,69,3,3,Sales Executive,8834,24666,Y,No,13,3,80,1,9,6,9,5,7,7
RM473,446,Research & Development,1,635,65,3,2,Manufacturing Director,6447,15701,Y,No,12,3,80,1,8,2,6,5,4,3
RM487,558,Sales,1,656,75,3,2,Sales Executive,9602,3010,Y,Yes,11,3,80,1,17,3,3,0,1,0
RM507,482,Research & Development,1,689,36,3,3,Manufacturing Director,9434,9606,Y,No,15,3,80,1,10,2,10,7,7,8
RM523,1225,Research & Development,1,715,80,4,1,Research Scientist,4680,15232,Y,No,17,3,80,0,4,2,1,0,0,0
RM578,571,Research & Development,1,802,82,3,1,Research Scientist,2782,19905,Y,Yes,13,3,80,2,6,3,5,3,4,3
RM629,342,Sales,1,868,66,2,2,Sales Executive,6334,24558,Y,No,19,3,80,2,9,2,1,0,0,0
RM649,1231,Sales,1,900,54,3,1,Sales Representative,2973,21222,Y,No,15,3,80,1,10,3,5,4,0,0
RM653,1252,Sales,1,904,32,3,3,Sales Executive,7642,4814,Y,Yes,13,3,80,0,10,2,10,0,0,9
RM696,625,Sales,1,970,46,2,3,Sales Executive,10609,14922,Y,No,11,3,80,0,17,2,14,1,11,7
RM745,1141,Research & Development,1,1033,61,1,2,Healthcare Representative,4777,14382,Y,No,15,3,80,0,15,2,1,0,0,0
RM768,124,Research & Development,1,1062,35,3,2,Healthcare Representative,4107,13848,Y,No,15,3,80,0,8,3,4,3,0,1
RM796,309,Sales,1,1105,88,2,2,Sales Executive,6694,24223,Y,Yes,14,3,80,3,8,5,1,0,0,0
RM833,367,Research & Development,1,1161,52,2,2,Healthcare Representative,5731,17171,Y,No,13,3,80,2,9,2,6,2,1,3
RM856,977,Research & Development,1,1196,56,2,2,Manufacturing Director,6474,9961,Y,No,13,3,80,1,14,2,14,8,3,11
RM990,1439,Research & Development,1,1394,54,3,1,Research Scientist,2996,5182,Y,Yes,15,3,80,0,8,2,6,4,1,3
RM1002,1462,Research & Development,1,1411,94,3,1,Laboratory Technician,3629,19106,Y,No,18,3,80,0,8,6,3,2,0,2
RM1023,1413,Research & Development,1,1440,84,4,1,Laboratory Technician,3500,25470,Y,No,14,3,80,0,7,2,6,5,1,3
RM1090,674,Research & Development,1,1543,47,3,2,Research Scientist,4285,3031,Y,No,17,3,80,0,10,2,10,8,3,7
RM1159,671,Research & Development,1,1631,85,3,2,Manufacturing Director,5768,26493,Y,No,17,3,80,3,9,2,4,3,0,2
RM1164,1470,Research & Development,1,1640,71,3,1,Research Scientist,3936,9953,Y,No,11,3,80,1,8,2,8,4,7,7
RM1212,1278,Sales,1,1700,31,1,2,Sales Executive,9525,7677,Y,No,14,3,80,2,6,2,6,3,1,3
RM1277,589,Sales,1,1787,46,2,2,Sales Executive,4189,8800,Y,No,14,3,80,2,5,2,5,2,0,3
RM1281,1239,Human Resources,1,1794,89,3,2,Human Resources,4071,12832,Y,No,13,3,80,0,19,4,10,0,4,7
RM1292,370,Research & Development,1,1809,58,3,2,Manufacturing Director,4213,4992,Y,No,15,3,80,0,10,4,10,3,0,8
RM1345,783,Research & Development,1,1885,78,3,2,Research Scientist,4284,13588,Y,Yes,22,4,80,1,16,2,5,3,0,4
RM1433,161,Research & Development,1,2017,42,4,3,Research Director,13744,15471,Y,Yes,25,4,80,1,16,2,16,11,6,8
RM009,216,Research & Development,1,12,44,2,3,Manufacturing Director,9526,8787,Y,No,21,4,80,0,10,2,9,7,1,
RM020,371,Research & Development,1,24,45,3,1,Research Scientist,3944,4306,Y,Yes,11,3,80,0,6,3,3,2,1,2
RM062,653,Research & Development,1,79,50,3,2,Laboratory Technician,2406,5456,Y,No,11,3,80,0,10,2,10,3,9,9
RM084,573,Research & Development,1,107,79,1,2,Research Scientist,5329,15717,Y,Yes,12,3,80,3,17,3,13,11,1,9
RM143,364,Research & Development,1,193,32,3,2,Research Scientist,4317,2302,Y,Yes,20,4,80,0,19,2,3,2,2,
RM169,702,Sales,1,230,59,2,2,Sales Executive,8686,12930,Y,No,22,4,80,0,12,2,8,3,0,7
RM180,1380,Research & Development,1,245,75,3,1,Laboratory Technician,2288,6319,Y,No,12,3,80,0,2,3,2,2,2,1
RM199,1261,Research & Development,1,271,88,3,2,Manufacturing Director,6553,7259,Y,No,14,3,80,0,14,3,1,0,0,0
RM200,1084,Research & Development,1,273,54,3,2,Manufacturing Director,6261,4185,Y,No,18,3,80,1,9,3,7,7,1,7
RM205,1180,Research & Development,1,282,70,3,2,Healthcare Representative,6673,11354,Y,Yes,19,3,80,0,17,2,1,0,0,0
RM224,119,Sales,1,307,76,3,3,Sales Executive,10609,9647,Y,No,12,3,80,2,17,6,16,10,5,13
RM262,1327,Sales,1,361,39,2,2,Sales Executive,5249,19682,Y,No,18,3,80,1,13,0,8,7,7,5
RM278,322,Sales,1,382,44,4,2,Sales Executive,5605,19191,Y,Yes,24,4,80,1,8,3,8,0,7,7
RM288,688,Research & Development,1,393,82,3,2,Healthcare Representative,5745,18899,Y,No,14,3,80,1,10,2,2,2,1,2
RM308,849,Research & Development,1,421,81,2,3,Research Director,12061,26707,Y,No,17,3,80,1,19,2,10,8,0,1
RM342,343,Research & Development,1,461,92,2,3,Research Director,11510,15682,Y,Yes,14,3,80,1,12,3,11,10,2,9
RM417,1490,Research & Development,1,556,42,3,1,Laboratory Technician,1702,12106,Y,Yes,23,4,80,1,1,3,1,0,0,0
RM472,1495,Research & Development,1,634,76,3,2,Healthcare Representative,9824,22174,Y,No,19,3,80,1,18,4,1,0,0,0
RM491,362,Research & Development,1,662,43,3,1,Research Scientist,2619,14561,Y,No,17,3,80,0,8,3,0,0,0,0
RM519,243,Sales,1,709,46,2,2,Sales Executive,4028,7791,Y,No,20,4,80,0,8,2,7,7,0,5
RM530,827,Research & Development,1,724,33,4,2,Healthcare Representative,7625,19383,Y,No,13,3,80,0,10,4,9,7,1,8
RM543,168,Research & Development,1,743,81,3,3,Manufacturing Director,7861,15397,Y,Yes,14,3,80,0,10,4,1,0,0,0
RM560,268,Research & Development,1,773,92,3,1,Research Scientist,3057,20471,Y,Yes,13,3,80,1,6,0,1,0,0,1
RM579,240,Research & Development,1,803,75,4,2,Manufacturing Director,5980,26085,Y,Yes,12,3,80,0,17,2,15,7,4,12
RM606,471,Research & Development,1,837,45,2,2,Healthcare Representative,6288,4284,Y,No,15,3,80,1,13,3,4,3,1,2
RM643,395,Sales,1,893,98,2,1,Sales Representative,2899,12102,Y,No,19,3,80,1,3,3,2,2,1,2
RM682,1333,Research & Development,1,950,80,3,3,Research Director,13582,16292,Y,No,13,3,80,1,15,3,15,12,5,11
RM704,152,Sales,1,983,85,3,2,Sales Executive,5666,19899,Y,Yes,13,3,80,0,6,1,5,3,1,3
RM723,1391,Research & Development,1,1006,66,3,1,Research Scientist,2684,12127,Y,No,17,3,80,1,3,0,2,1,0,2
RM748,1035,Sales,1,1036,42,3,2,Sales Executive,6861,4981,Y,Yes,12,3,80,0,19,1,1,0,0,0
RM766,1186,Research & Development,1,1060,44,3,1,Research Scientist,2821,2997,Y,No,16,3,80,1,8,2,2,2,2,2
RM785,330,Research & Development,1,1088,65,2,3,Healthcare Representative,8823,24608,Y,No,18,3,80,1,20,4,19,9,1,9
RM808,770,Sales,1,1119,73,2,3,Sales Executive,8740,5569,Y,Yes,14,3,80,2,9,2,8,7,2,7
RM812,130,Sales,1,1125,32,3,3,Sales Executive,7351,20619,Y,No,16,3,80,0,10,2,1,0,0,0
RM827,433,Human Resources,1,1152,37,4,1,Human Resources,2844,6004,Y,No,13,3,80,1,7,2,7,6,5,0
RM964,1009,Sales,1,1355,31,3,2,Sales Executive,6893,19461,Y,No,15,3,80,1,11,3,7,7,1,7
RM983,693,Research & Development,1,1382,57,4,1,Research Scientist,2610,15748,Y,No,11,3,80,3,4,2,4,2,0,3
RM1108,888,Human Resources,1,1563,71,3,2,Human Resources,6077,14814,Y,No,11,3,80,0,10,2,6,3,1,2
